Eye Detection,Time
CENTER,14:44:59
CENTER,14:44:59
CENTER,14:44:59
CENTER,14:44:59
CENTER,14:44:59
Blinking,14:44:59
CENTER,14:45:00
CENTER,14:45:00
CENTER,14:45:00
CENTER,14:45:00
CENTER,14:45:00
CENTER,14:45:00
CENTER,14:45:00
CENTER,14:45:00
CENTER,14:45:00
CENTER,14:45:00
CENTER,14:45:00
CENTER,14:45:00
CENTER,14:45:00
CENTER,14:45:00
CENTER,14:45:00
CENTER,14:45:00
CENTER,14:45:00
CENTER,14:45:00
RIGHT,14:45:00
CENTER,14:45:00
RIGHT,14:45:00
CENTER,14:45:00
CENTER,14:45:00
CENTER,14:45:00
RIGHT,14:45:01
CENTER,14:45:01
CENTER,14:45:01
CENTER,14:45:01
CENTER,14:45:01
RIGHT,14:45:01
RIGHT,14:45:01
RIGHT,14:45:01
Blinking,14:45:01
CENTER,14:45:01
CENTER,14:45:01
CENTER,14:45:01
CENTER,14:45:01
CENTER,14:45:01
CENTER,14:45:01
CENTER,14:45:01
CENTER,14:45:01
CENTER,14:45:01
CENTER,14:45:01
CENTER,14:45:01
CENTER,14:45:01
CENTER,14:45:01
CENTER,14:45:01
CENTER,14:45:02
CENTER,14:45:02
CENTER,14:45:02
CENTER,14:45:02
CENTER,14:45:02
CENTER,14:45:02
CENTER,14:45:02
CENTER,14:45:02
CENTER,14:45:02
CENTER,14:45:02
CENTER,14:45:02
CENTER,14:45:02
CENTER,14:45:02
CENTER,14:45:02
CENTER,14:45:02
CENTER,14:45:02
CENTER,14:45:02
CENTER,14:45:02
CENTER,14:45:02
CENTER,14:45:02
CENTER,14:45:02
CENTER,14:45:02
CENTER,14:45:02
CENTER,14:45:02
CENTER,14:45:02
CENTER,14:45:02
CENTER,14:45:03
CENTER,14:45:03
CENTER,14:45:03
RIGHT,14:45:03
RIGHT,14:45:03
RIGHT,14:45:03
RIGHT,14:45:03
RIGHT,14:45:03
RIGHT,14:45:03
CENTER,14:45:03
CENTER,14:45:03
CENTER,14:45:03
RIGHT,14:45:03
RIGHT,14:45:03
RIGHT,14:45:03
CENTER,14:45:03
RIGHT,14:45:03
CENTER,14:45:03
CENTER,14:45:03
CENTER,14:45:03
RIGHT,14:45:03
CENTER,14:45:03
CENTER,14:45:03
CENTER,14:45:03
CENTER,14:45:03
CENTER,14:45:03
RIGHT,14:45:03
CENTER,14:45:03
RIGHT,14:45:04
RIGHT,14:45:04
RIGHT,14:45:04
CENTER,14:45:04
RIGHT,14:45:04
RIGHT,14:45:04
RIGHT,14:45:04
RIGHT,14:45:04
CENTER,14:45:04
