,Eye Detection,Time
375,CENTER,2025-02-23 14:26:10.993733
376,CENTER,2025-02-23 14:26:10.993733
377,RIGHT,2025-02-23 14:26:10.993733
378,CENTER,2025-02-23 14:26:10.993733
379,CENTER,2025-02-23 14:26:10.993733
380,RIGHT,2025-02-23 14:26:10.993733
381,CENTER,2025-02-23 14:26:10.993733
382,CENTER,2025-02-23 14:26:10.993733
383,Blinking,2025-02-23 14:26:10.993733
384,Blinking,2025-02-23 14:26:10.993733
385,Blinking,2025-02-23 14:26:10.993733
386,Blinking,2025-02-23 14:26:10.993733
387,Blinking,2025-02-23 14:26:10.993733
388,Blinking,2025-02-23 14:26:10.993733
389,Blinking,2025-02-23 14:26:10.993733
390,Blinking,2025-02-23 14:26:10.993733
391,Blinking,2025-02-23 14:26:10.993733
392,Blinking,2025-02-23 14:26:10.993733
393,Blinking,2025-02-23 14:26:10.993733
394,Blinking,2025-02-23 14:26:10.993733
395,Blinking,2025-02-23 14:26:10.993733
396,Blinking,2025-02-23 14:26:10.993733
397,Blinking,2025-02-23 14:26:10.993733
398,Blinking,2025-02-23 14:26:10.993733
399,Blinking,2025-02-23 14:26:10.993733
400,Blinking,2025-02-23 14:26:10.993733
401,Blinking,2025-02-23 14:26:10.993733
402,Blinking,2025-02-23 14:26:10.993733
403,Blinking,2025-02-23 14:26:10.993733
404,Blinking,2025-02-23 14:26:10.993733
405,Blinking,2025-02-23 14:26:10.993733
406,Blinking,2025-02-23 14:26:10.993733
407,Blinking,2025-02-23 14:26:10.993733
408,Blinking,2025-02-23 14:26:10.993733
409,Blinking,2025-02-23 14:26:10.993733
410,Blinking,2025-02-23 14:26:10.993733
411,Blinking,2025-02-23 14:26:10.993733
412,Blinking,2025-02-23 14:26:10.993733
413,Blinking,2025-02-23 14:26:10.993733
414,Blinking,2025-02-23 14:26:10.993733
415,Blinking,2025-02-23 14:26:10.993733
416,Blinking,2025-02-23 14:26:10.993733
417,Blinking,2025-02-23 14:26:10.993733
418,Blinking,2025-02-23 14:26:10.993733
419,Blinking,2025-02-23 14:26:10.993733
420,Blinking,2025-02-23 14:26:10.993733
421,Blinking,2025-02-23 14:26:10.993733
422,Blinking,2025-02-23 14:26:10.993733
