Emotion Detection,Time
non stress,13:51:59
non stress,13:51:59
non stress,13:51:59
non stress,13:51:59
non stress,13:51:59
non stress,13:51:59
non stress,13:51:59
non stress,13:51:59
non stress,13:51:59
non stress,13:51:59
non stress,13:52:00
non stress,13:52:00
non stress,13:52:00
non stress,13:52:00
non stress,13:52:00
non stress,13:52:00
non stress,13:52:00
non stress,13:52:00
non stress,13:52:00
non stress,13:52:00
non stress,13:52:01
non stress,13:52:01
non stress,13:52:01
non stress,13:52:01
non stress,13:52:01
non stress,13:52:01
non stress,13:52:01
non stress,13:52:01
non stress,13:52:01
non stress,13:52:01
non stress,13:52:02
non stress,13:52:02
non stress,13:52:02
non stress,13:52:02
non stress,13:52:02
non stress,13:52:02
non stress,13:52:02
non stress,13:52:02
non stress,13:52:02
non stress,13:52:02
non stress,13:52:03
non stress,13:52:03
non stress,13:52:03
non stress,13:52:03
non stress,13:52:03
non stress,13:52:03
non stress,13:52:03
non stress,13:52:03
non stress,13:52:03
non stress,13:52:03
non stress,13:52:04
non stress,13:52:04
high stress,13:52:04
non stress,13:52:04
high stress,13:52:04
non stress,13:52:04
non stress,13:52:04
non stress,13:52:04
non stress,13:52:04
non stress,13:52:05
non stress,13:52:05
non stress,13:52:05
high stress,13:52:05
non stress,13:52:05
high stress,13:52:05
high stress,13:52:05
high stress,13:52:05
high stress,13:52:05
non stress,13:52:05
high stress,13:52:06
high stress,13:52:06
high stress,13:52:06
high stress,13:52:06
high stress,13:52:06
high stress,13:52:06
high stress,13:52:06
non stress,13:52:06
high stress,13:52:06
high stress,13:52:06
high stress,13:52:06
non stress,13:52:06
high stress,13:52:07
high stress,13:52:07
high stress,13:52:07
high stress,13:52:07
non stress,13:52:07
high stress,13:52:07
non stress,13:52:07
high stress,13:52:07
high stress,13:52:07
high stress,13:52:07
non stress,13:52:07
non stress,13:52:07
high stress,13:52:08
high stress,13:52:08
non stress,13:52:08
non stress,13:52:08
high stress,13:52:08
high stress,13:52:08
high stress,13:52:08
high stress,13:52:08
non stress,13:52:08
non stress,13:52:08
high stress,13:52:09
high stress,13:52:09
high stress,13:52:09
non stress,13:52:09
high stress,13:52:09
high stress,13:52:09
non stress,13:52:09
non stress,13:52:09
non stress,13:52:10
non stress,13:52:10
non stress,13:52:10
non stress,13:52:10
non stress,13:52:10
non stress,13:52:10
non stress,13:52:10
non stress,13:52:10
non stress,13:52:10
non stress,13:52:10
non stress,13:52:11
non stress,13:52:11
non stress,13:52:11
non stress,13:52:11
non stress,13:52:11
non stress,13:52:11
non stress,13:52:11
high stress,13:52:11
non stress,13:52:11
non stress,13:52:11
non stress,13:52:12
non stress,13:52:12
non stress,13:52:12
high stress,13:52:12
high stress,13:52:12
high stress,13:52:14
high stress,13:52:14
high stress,13:52:14
non stress,13:52:14
high stress,13:52:14
high stress,13:52:14
non stress,13:52:14
high stress,13:52:15
high stress,13:52:15
non stress,13:52:15
non stress,13:52:15
non stress,13:52:15
high stress,13:52:15
high stress,13:52:15
high stress,13:52:15
high stress,13:52:15
high stress,13:52:15
non stress,13:52:15
non stress,13:52:15
non stress,13:52:16
high stress,13:52:16
high stress,13:52:16
non stress,13:52:16
high stress,13:52:16
high stress,13:52:16
high stress,13:52:20
high stress,13:52:20
high stress,13:52:20
high stress,13:52:20
non stress,13:52:20
non stress,13:52:21
non stress,13:52:21
non stress,13:52:21
non stress,13:52:21
non stress,13:52:21
non stress,13:52:21
non stress,13:52:21
non stress,13:52:21
high stress,13:52:21
non stress,13:52:21
non stress,13:52:22
non stress,13:52:22
non stress,13:52:22
non stress,13:52:22
non stress,13:52:22
non stress,13:52:22
non stress,13:52:22
non stress,13:52:23
non stress,13:52:23
non stress,13:52:23
non stress,13:52:23
non stress,13:52:23
non stress,13:52:24
non stress,13:52:24
non stress,13:52:24
non stress,13:52:24
non stress,13:52:24
non stress,13:52:24
non stress,13:52:25
non stress,13:52:25
non stress,13:52:25
non stress,13:52:25
non stress,13:52:25
non stress,13:52:25
non stress,13:52:26
non stress,13:52:26
non stress,13:52:26
non stress,13:52:26
non stress,13:52:26
non stress,13:52:26
non stress,13:52:26
non stress,13:52:27
non stress,13:52:27
non stress,13:52:27
non stress,13:52:27
non stress,13:52:27
non stress,13:52:27
high stress,13:52:27
non stress,13:52:27
non stress,13:52:27
high stress,13:52:27
high stress,13:52:28
high stress,13:52:28
non stress,13:52:28
non stress,13:52:28
non stress,13:52:28
non stress,13:52:28
non stress,13:52:28
non stress,13:52:28
non stress,13:52:28
non stress,13:52:28
non stress,13:52:29
non stress,13:52:29
non stress,13:52:29
non stress,13:52:29
non stress,13:52:29
non stress,13:52:29
non stress,13:52:29
non stress,13:52:29
non stress,13:52:29
high stress,13:52:29
high stress,13:52:29
non stress,13:52:30
non stress,13:52:30
non stress,13:52:30
non stress,13:52:30
non stress,13:52:30
non stress,13:52:30
non stress,13:52:30
non stress,13:52:30
non stress,13:52:30
non stress,13:52:30
high stress,13:52:30
high stress,13:52:31
high stress,13:52:31
non stress,13:52:31
high stress,13:52:31
high stress,13:52:31
high stress,13:52:31
non stress,13:52:31
non stress,13:52:31
non stress,13:52:32
non stress,13:52:32
non stress,13:52:32
non stress,13:52:32
non stress,13:52:32
high stress,13:52:32
non stress,13:52:32
