Emotion Detection,Time
neutral,2025-07-17 14:01:24
angry,2025-07-17 14:01:24
neutral,2025-07-17 14:01:24
sad,2025-07-17 14:01:24
neutral,2025-07-17 14:01:24
neutral,2025-07-17 14:01:24
neutral,2025-07-17 14:01:24
neutral,2025-07-17 14:01:24
neutral,2025-07-17 14:01:24
sad,2025-07-17 14:01:24
neutral,2025-07-17 14:01:24
angry,2025-07-17 14:01:24
sad,2025-07-17 14:01:24
sad,2025-07-17 14:01:24
neutral,2025-07-17 14:01:24
neutral,2025-07-17 14:01:24
angry,2025-07-17 14:01:24
happy,2025-07-17 14:01:24
neutral,2025-07-17 14:01:24
angry,2025-07-17 14:01:24
neutral,2025-07-17 14:01:24
happy,2025-07-17 14:01:24
neutral,2025-07-17 14:01:24
sad,2025-07-17 14:01:24
neutral,2025-07-17 14:01:24
sad,2025-07-17 14:01:25
neutral,2025-07-17 14:01:25
sad,2025-07-17 14:01:25
neutral,2025-07-17 14:01:25
happy,2025-07-17 14:01:25
neutral,2025-07-17 14:01:25
sad,2025-07-17 14:01:25
neutral,2025-07-17 14:01:25
sad,2025-07-17 14:01:25
angry,2025-07-17 14:01:25
neutral,2025-07-17 14:01:25
neutral,2025-07-17 14:01:25
happy,2025-07-17 14:01:25
neutral,2025-07-17 14:01:25
happy,2025-07-17 14:01:25
angry,2025-07-17 14:01:25
happy,2025-07-17 14:01:25
angry,2025-07-17 14:01:25
sad,2025-07-17 14:01:25
neutral,2025-07-17 14:01:25
fear,2025-07-17 14:01:25
sad,2025-07-17 14:01:25
neutral,2025-07-17 14:01:25
sad,2025-07-17 14:01:25
sad,2025-07-17 14:01:25
fear,2025-07-17 14:01:25
neutral,2025-07-17 14:01:25
sad,2025-07-17 14:01:25
neutral,2025-07-17 14:01:25
sad,2025-07-17 14:01:25
neutral,2025-07-17 14:01:25
sad,2025-07-17 14:01:25
sad,2025-07-17 14:01:25
angry,2025-07-17 14:01:25
sad,2025-07-17 14:01:25
fear,2025-07-17 14:01:26
neutral,2025-07-17 14:01:26
neutral,2025-07-17 14:01:26
neutral,2025-07-17 14:01:26
angry,2025-07-17 14:01:26
neutral,2025-07-17 14:01:26
angry,2025-07-17 14:01:26
neutral,2025-07-17 14:01:26
angry,2025-07-17 14:01:26
sad,2025-07-17 14:01:26
sad,2025-07-17 14:01:26
sad,2025-07-17 14:01:26
neutral,2025-07-17 14:01:26
neutral,2025-07-17 14:01:26
sad,2025-07-17 14:01:26
fear,2025-07-17 14:01:26
neutral,2025-07-17 14:01:26
sad,2025-07-17 14:01:26
neutral,2025-07-17 14:01:26
happy,2025-07-17 14:01:26
happy,2025-07-17 14:01:26
neutral,2025-07-17 14:01:26
happy,2025-07-17 14:01:26
angry,2025-07-17 14:01:26
neutral,2025-07-17 14:01:26
neutral,2025-07-17 14:01:26
neutral,2025-07-17 14:01:26
sad,2025-07-17 14:01:26
neutral,2025-07-17 14:01:27
sad,2025-07-17 14:01:27
sad,2025-07-17 14:01:27
sad,2025-07-17 14:01:27
neutral,2025-07-17 14:01:27
neutral,2025-07-17 14:01:27
neutral,2025-07-17 14:01:27
neutral,2025-07-17 14:01:27
neutral,2025-07-17 14:01:27
neutral,2025-07-17 14:01:27
neutral,2025-07-17 14:01:27
neutral,2025-07-17 14:01:27
sad,2025-07-17 14:01:27
sad,2025-07-17 14:01:27
fear,2025-07-17 14:01:27
sad,2025-07-17 14:01:27
sad,2025-07-17 14:01:27
sad,2025-07-17 14:01:27
sad,2025-07-17 14:01:27
sad,2025-07-17 14:01:27
sad,2025-07-17 14:01:27
sad,2025-07-17 14:01:28
neutral,2025-07-17 14:01:28
sad,2025-07-17 14:01:28
sad,2025-07-17 14:01:28
neutral,2025-07-17 14:01:28
sad,2025-07-17 14:01:28
fear,2025-07-17 14:01:28
neutral,2025-07-17 14:01:28
sad,2025-07-17 14:01:28
sad,2025-07-17 14:01:28
sad,2025-07-17 14:01:28
angry,2025-07-17 14:01:28
sad,2025-07-17 14:01:28
angry,2025-07-17 14:01:28
neutral,2025-07-17 14:01:28
sad,2025-07-17 14:01:28
angry,2025-07-17 14:01:28
sad,2025-07-17 14:01:28
sad,2025-07-17 14:01:28
sad,2025-07-17 14:01:28
angry,2025-07-17 14:01:28
sad,2025-07-17 14:01:28
sad,2025-07-17 14:01:28
sad,2025-07-17 14:01:28
angry,2025-07-17 14:01:28
sad,2025-07-17 14:01:28
neutral,2025-07-17 14:01:28
sad,2025-07-17 14:01:29
neutral,2025-07-17 14:01:29
neutral,2025-07-17 14:01:29
sad,2025-07-17 14:01:29
neutral,2025-07-17 14:01:29
sad,2025-07-17 14:01:29
sad,2025-07-17 14:01:29
angry,2025-07-17 14:01:29
neutral,2025-07-17 14:01:29
neutral,2025-07-17 14:01:29
angry,2025-07-17 14:01:29
neutral,2025-07-17 14:01:29
neutral,2025-07-17 14:01:29
angry,2025-07-17 14:01:29
angry,2025-07-17 14:01:29
surprise,2025-07-17 14:01:29
happy,2025-07-17 14:01:29
angry,2025-07-17 14:01:29
happy,2025-07-17 14:01:29
neutral,2025-07-17 14:01:29
sad,2025-07-17 14:01:29
sad,2025-07-17 14:01:29
fear,2025-07-17 14:01:29
sad,2025-07-17 14:01:30
sad,2025-07-17 14:01:30
sad,2025-07-17 14:01:30
neutral,2025-07-17 14:01:30
neutral,2025-07-17 14:01:30
sad,2025-07-17 14:01:30
sad,2025-07-17 14:01:30
fear,2025-07-17 14:01:30
neutral,2025-07-17 14:01:30
fear,2025-07-17 14:01:30
neutral,2025-07-17 14:01:30
fear,2025-07-17 14:01:30
sad,2025-07-17 14:01:30
neutral,2025-07-17 14:01:30
fear,2025-07-17 14:01:30
neutral,2025-07-17 14:01:30
fear,2025-07-17 14:01:30
sad,2025-07-17 14:01:30
fear,2025-07-17 14:01:30
sad,2025-07-17 14:01:30
