,Emotion Detection,Time
649,angry,2025-06-30 12:48:25.537733
650,angry,2025-06-30 12:48:25.677965
651,sad,2025-06-30 12:48:25.677965
652,angry,2025-06-30 12:48:25.897591
653,angry,2025-06-30 12:48:26.036630
654,angry,2025-06-30 12:48:26.161837
655,angry,2025-06-30 12:48:26.287960
656,angry,2025-06-30 12:48:26.411441
657,angry,2025-06-30 12:48:26.528151
658,angry,2025-06-30 12:48:26.648932
659,angry,2025-06-30 12:48:26.769222
660,angry,2025-06-30 12:48:26.913939
661,angry,2025-06-30 12:48:27.044805
662,angry,2025-06-30 12:48:27.182908
663,angry,2025-06-30 12:48:27.322128
664,angry,2025-06-30 12:48:27.488937
665,angry,2025-06-30 12:48:27.678336
666,angry,2025-06-30 12:48:27.807621
667,angry,2025-06-30 12:48:27.962544
668,neutral,2025-06-30 12:48:28.341709
669,angry,2025-06-30 12:48:28.868183
670,neutral,2025-06-30 12:48:28.988643
671,neutral,2025-06-30 12:48:29.108513
672,neutral,2025-06-30 12:48:29.237356
673,neutral,2025-06-30 12:48:29.358818
674,sad,2025-06-30 12:48:29.464376
675,surprise,2025-06-30 12:48:29.464376
676,fear,2025-06-30 12:48:29.648417
677,fear,2025-06-30 12:48:29.784568
678,fear,2025-06-30 12:48:29.916784
679,sad,2025-06-30 12:48:30.028662
680,neutral,2025-06-30 12:48:30.150515
681,neutral,2025-06-30 12:48:30.310445
682,neutral,2025-06-30 12:48:30.426702
683,neutral,2025-06-30 12:48:30.554853
684,neutral,2025-06-30 12:48:30.666045
685,neutral,2025-06-30 12:48:30.782204
686,neutral,2025-06-30 12:48:30.890697
687,neutral,2025-06-30 12:48:30.992630
688,neutral,2025-06-30 12:48:31.113564
689,neutral,2025-06-30 12:48:31.221984
690,neutral,2025-06-30 12:48:31.340773
691,neutral,2025-06-30 12:48:31.467662
692,neutral,2025-06-30 12:48:31.569157
693,neutral,2025-06-30 12:48:31.670760
694,fear,2025-06-30 12:48:31.831887
695,neutral,2025-06-30 12:48:31.831887
696,neutral,2025-06-30 12:48:32.000615
697,neutral,2025-06-30 12:48:32.122724
698,neutral,2025-06-30 12:48:32.233621
699,neutral,2025-06-30 12:48:32.338360
700,neutral,2025-06-30 12:48:32.461345
701,angry,2025-06-30 12:48:32.595536
702,neutral,2025-06-30 12:48:32.695318
703,neutral,2025-06-30 12:48:32.835487
704,neutral,2025-06-30 12:48:32.951165
705,neutral,2025-06-30 12:48:33.062130
706,angry,2025-06-30 12:48:33.162902
707,sad,2025-06-30 12:48:33.320047
708,neutral,2025-06-30 12:48:33.420010
709,sad,2025-06-30 12:48:33.545832
710,sad,2025-06-30 12:48:33.655260
711,sad,2025-06-30 12:48:33.772669
712,neutral,2025-06-30 12:48:33.911690
713,neutral,2025-06-30 12:48:34.009517
714,neutral,2025-06-30 12:48:34.138738
715,neutral,2025-06-30 12:48:34.231368
716,neutral,2025-06-30 12:48:34.337304
717,neutral,2025-06-30 12:48:34.437119
718,neutral,2025-06-30 12:48:34.561421
719,neutral,2025-06-30 12:48:34.697220
720,neutral,2025-06-30 12:48:34.809133
721,neutral,2025-06-30 12:48:34.925116
722,neutral,2025-06-30 12:48:35.035438
723,neutral,2025-06-30 12:48:35.157569
724,neutral,2025-06-30 12:48:35.287147
725,happy,2025-06-30 12:48:35.398558
726,happy,2025-06-30 12:48:35.533179
727,neutral,2025-06-30 12:48:35.641055
728,neutral,2025-06-30 12:48:35.758031
729,happy,2025-06-30 12:48:35.868589
730,happy,2025-06-30 12:48:35.979217
731,happy,2025-06-30 12:48:36.126042
732,happy,2025-06-30 12:48:36.252806
733,happy,2025-06-30 12:48:36.391353
734,happy,2025-06-30 12:48:36.508357
735,neutral,2025-06-30 12:48:36.673192
736,neutral,2025-06-30 12:48:36.807419
737,neutral,2025-06-30 12:48:36.932786
738,neutral,2025-06-30 12:48:37.036646
739,neutral,2025-06-30 12:48:37.144385
740,neutral,2025-06-30 12:48:37.267450
741,neutral,2025-06-30 12:48:37.384289
742,neutral,2025-06-30 12:48:37.532464
743,neutral,2025-06-30 12:48:37.675502
744,neutral,2025-06-30 12:48:37.799053
745,neutral,2025-06-30 12:48:37.917534
746,neutral,2025-06-30 12:48:38.063510
747,neutral,2025-06-30 12:48:38.167730
748,neutral,2025-06-30 12:48:38.280563
749,neutral,2025-06-30 12:48:38.384054
750,neutral,2025-06-30 12:48:38.487102
751,neutral,2025-06-30 12:48:38.605361
752,neutral,2025-06-30 12:48:38.729647
753,happy,2025-06-30 12:48:38.834165
754,happy,2025-06-30 12:48:38.955928
755,happy,2025-06-30 12:48:39.125776
756,happy,2025-06-30 12:48:39.263413
757,happy,2025-06-30 12:48:39.398110
758,happy,2025-06-30 12:48:39.508062
759,happy,2025-06-30 12:48:39.653516
760,happy,2025-06-30 12:48:39.800674
761,happy,2025-06-30 12:48:39.927702
762,happy,2025-06-30 12:48:40.077713
763,happy,2025-06-30 12:48:40.200319
764,happy,2025-06-30 12:48:40.348372
765,happy,2025-06-30 12:48:40.493162
766,happy,2025-06-30 12:48:40.632721
767,happy,2025-06-30 12:48:40.789550
768,happy,2025-06-30 12:48:40.908958
769,happy,2025-06-30 12:48:41.021431
770,happy,2025-06-30 12:48:41.151724
771,neutral,2025-06-30 12:48:41.280611
772,happy,2025-06-30 12:48:41.424490
773,happy,2025-06-30 12:48:41.557612
774,happy,2025-06-30 12:48:41.745370
775,happy,2025-06-30 12:48:41.882153
776,neutral,2025-06-30 12:48:41.990224
777,happy,2025-06-30 12:48:42.118371
778,happy,2025-06-30 12:48:42.261507
779,happy,2025-06-30 12:48:42.434703
780,happy,2025-06-30 12:48:42.577270
781,happy,2025-06-30 12:48:42.722231
782,happy,2025-06-30 12:48:42.865320
783,happy,2025-06-30 12:48:42.973464
784,happy,2025-06-30 12:48:43.116242
785,happy,2025-06-30 12:48:43.266373
786,happy,2025-06-30 12:48:43.388449
787,angry,2025-06-30 12:48:43.549602
788,happy,2025-06-30 12:48:43.675283
789,angry,2025-06-30 12:48:43.848959
790,angry,2025-06-30 12:48:44.005064
791,happy,2025-06-30 12:48:44.161494
792,neutral,2025-06-30 12:48:44.343725
793,angry,2025-06-30 12:48:44.491018
794,neutral,2025-06-30 12:48:44.618844
795,neutral,2025-06-30 12:48:44.761026
796,neutral,2025-06-30 12:48:44.885537
797,neutral,2025-06-30 12:48:44.990850
798,neutral,2025-06-30 12:48:45.142013
799,angry,2025-06-30 12:48:45.270078
800,neutral,2025-06-30 12:48:45.403700
801,sad,2025-06-30 12:48:46.275380
802,sad,2025-06-30 12:48:47.509654
803,sad,2025-06-30 12:48:47.615091
804,neutral,2025-06-30 12:48:47.743828
805,neutral,2025-06-30 12:48:47.869494
806,neutral,2025-06-30 12:48:48.011129
807,neutral,2025-06-30 12:48:48.126717
808,neutral,2025-06-30 12:48:48.253346
809,neutral,2025-06-30 12:48:48.387656
810,neutral,2025-06-30 12:48:48.513679
811,neutral,2025-06-30 12:48:48.621902
812,neutral,2025-06-30 12:48:48.737708
813,neutral,2025-06-30 12:48:48.845381
814,neutral,2025-06-30 12:48:48.958044
815,neutral,2025-06-30 12:48:49.070417
816,neutral,2025-06-30 12:48:49.186651
817,neutral,2025-06-30 12:48:49.349405
818,angry,2025-06-30 12:48:49.482153
819,neutral,2025-06-30 12:48:49.593552
820,angry,2025-06-30 12:48:49.728951
821,neutral,2025-06-30 12:48:49.831619
822,neutral,2025-06-30 12:48:49.986879
823,neutral,2025-06-30 12:48:50.106460
824,neutral,2025-06-30 12:48:50.230704
825,neutral,2025-06-30 12:48:50.362525
826,neutral,2025-06-30 12:48:50.471825
827,angry,2025-06-30 12:48:50.613043
828,angry,2025-06-30 12:48:50.743464
829,neutral,2025-06-30 12:48:50.868247
830,fear,2025-06-30 12:48:50.868247
831,sad,2025-06-30 12:48:52.343541
832,neutral,2025-06-30 12:48:52.475247
833,neutral,2025-06-30 12:48:52.601984
834,angry,2025-06-30 12:48:52.743138
835,neutral,2025-06-30 12:48:52.859186
836,neutral,2025-06-30 12:48:52.967041
837,sad,2025-06-30 12:48:53.090896
838,neutral,2025-06-30 12:48:56.333247
839,neutral,2025-06-30 12:49:02.147602
840,neutral,2025-06-30 12:49:02.289974
841,neutral,2025-06-30 12:49:02.398861
842,neutral,2025-06-30 12:49:02.515262
843,sad,2025-06-30 12:49:02.622934
844,sad,2025-06-30 12:49:02.742092
845,neutral,2025-06-30 12:49:02.867254
846,fear,2025-06-30 12:49:02.976629
847,angry,2025-06-30 12:49:03.091908
848,sad,2025-06-30 12:49:03.251408
849,neutral,2025-06-30 12:49:03.359166
850,neutral,2025-06-30 12:49:03.484180
851,neutral,2025-06-30 12:49:03.594463
852,neutral,2025-06-30 12:49:03.711181
853,sad,2025-06-30 12:49:03.831598
854,neutral,2025-06-30 12:49:03.979557
855,fear,2025-06-30 12:49:04.112958
856,sad,2025-06-30 12:49:04.263361
857,neutral,2025-06-30 12:49:04.386650
858,neutral,2025-06-30 12:49:05.470565
859,happy,2025-06-30 12:49:05.600679
860,fear,2025-06-30 12:49:05.727313
861,angry,2025-06-30 12:49:05.847620
862,sad,2025-06-30 12:49:05.968318
863,neutral,2025-06-30 12:49:06.099960
864,happy,2025-06-30 12:49:06.216161
865,sad,2025-06-30 12:49:06.341021
866,neutral,2025-06-30 12:49:06.461094
867,angry,2025-06-30 12:49:06.611993
868,neutral,2025-06-30 12:49:06.711893
869,neutral,2025-06-30 12:49:06.844558
870,neutral,2025-06-30 12:49:06.970691
871,neutral,2025-06-30 12:49:07.082617
872,neutral,2025-06-30 12:49:07.193211
873,neutral,2025-06-30 12:49:07.319715
874,neutral,2025-06-30 12:49:07.448697
875,neutral,2025-06-30 12:49:07.568185
876,sad,2025-06-30 12:49:07.695236
877,neutral,2025-06-30 12:49:07.820790
878,neutral,2025-06-30 12:49:07.965351
879,neutral,2025-06-30 12:49:07.965351
880,neutral,2025-06-30 12:49:08.152472
881,neutral,2025-06-30 12:49:08.152472
882,neutral,2025-06-30 12:49:08.352695
883,neutral,2025-06-30 12:49:08.352695
884,neutral,2025-06-30 12:49:08.544504
885,sad,2025-06-30 12:49:08.544504
886,neutral,2025-06-30 12:49:08.748580
887,neutral,2025-06-30 12:49:08.748580
888,neutral,2025-06-30 12:49:08.967591
889,neutral,2025-06-30 12:49:08.967591
890,neutral,2025-06-30 12:49:09.188007
891,neutral,2025-06-30 12:49:09.317651
892,neutral,2025-06-30 12:49:09.454584
893,neutral,2025-06-30 12:49:09.613809
894,neutral,2025-06-30 12:49:09.739797
895,neutral,2025-06-30 12:49:09.865051
896,neutral,2025-06-30 12:49:10.002705
897,angry,2025-06-30 12:49:10.138751
898,angry,2025-06-30 12:49:10.318591
899,neutral,2025-06-30 12:49:10.432480
900,neutral,2025-06-30 12:49:10.541272
901,neutral,2025-06-30 12:49:10.678152
902,neutral,2025-06-30 12:49:10.812381
903,neutral,2025-06-30 12:49:10.927485
904,neutral,2025-06-30 12:49:11.050843
905,neutral,2025-06-30 12:49:11.165062
906,neutral,2025-06-30 12:49:11.281599
907,neutral,2025-06-30 12:49:11.433674
908,neutral,2025-06-30 12:49:11.586725
909,sad,2025-06-30 12:49:11.586725
910,sad,2025-06-30 12:49:11.789524
911,neutral,2025-06-30 12:49:11.789524
912,neutral,2025-06-30 12:49:11.978311
913,neutral,2025-06-30 12:49:12.130827
914,neutral,2025-06-30 12:49:12.264915
915,sad,2025-06-30 12:49:12.415426
916,neutral,2025-06-30 12:49:12.415426
917,neutral,2025-06-30 12:49:12.675550
918,neutral,2025-06-30 12:49:12.815851
919,neutral,2025-06-30 12:49:12.972164
920,neutral,2025-06-30 12:49:13.137715
921,neutral,2025-06-30 12:49:13.266789
922,neutral,2025-06-30 12:49:13.425211
923,neutral,2025-06-30 12:49:13.560028
924,neutral,2025-06-30 12:49:13.709337
925,neutral,2025-06-30 12:49:13.857890
926,neutral,2025-06-30 12:49:14.061467
927,happy,2025-06-30 12:49:14.219379
928,happy,2025-06-30 12:49:14.335356
929,neutral,2025-06-30 12:49:14.468111
930,happy,2025-06-30 12:49:14.593884
931,neutral,2025-06-30 12:49:14.763042
932,happy,2025-06-30 12:49:14.904128
933,neutral,2025-06-30 12:49:15.036791
934,neutral,2025-06-30 12:49:15.180546
935,neutral,2025-06-30 12:49:15.364191
936,neutral,2025-06-30 12:49:15.492854
937,neutral,2025-06-30 12:49:15.636363
938,neutral,2025-06-30 12:49:15.772309
939,neutral,2025-06-30 12:49:15.912177
940,neutral,2025-06-30 12:49:16.057776
941,neutral,2025-06-30 12:49:16.185620
942,neutral,2025-06-30 12:49:16.340712
943,neutral,2025-06-30 12:49:16.491714
944,neutral,2025-06-30 12:49:16.645314
945,neutral,2025-06-30 12:49:16.802645
946,neutral,2025-06-30 12:49:16.952406
947,neutral,2025-06-30 12:49:17.073383
948,neutral,2025-06-30 12:49:17.195753
949,neutral,2025-06-30 12:49:17.317354
950,neutral,2025-06-30 12:49:17.445404
951,neutral,2025-06-30 12:49:17.583675
952,neutral,2025-06-30 12:49:17.723494
953,neutral,2025-06-30 12:49:17.906394
954,neutral,2025-06-30 12:49:18.046769
955,neutral,2025-06-30 12:49:18.190043
956,neutral,2025-06-30 12:49:18.306417
957,neutral,2025-06-30 12:49:18.444890
958,neutral,2025-06-30 12:49:18.574821
959,neutral,2025-06-30 12:49:18.709698
960,neutral,2025-06-30 12:49:18.844705
961,neutral,2025-06-30 12:49:18.971514
962,neutral,2025-06-30 12:49:19.160843
963,angry,2025-06-30 12:49:19.286359
964,angry,2025-06-30 12:49:19.418307
965,neutral,2025-06-30 12:49:19.576614
966,neutral,2025-06-30 12:49:19.702567
967,neutral,2025-06-30 12:49:19.835482
968,neutral,2025-06-30 12:49:19.985475
969,neutral,2025-06-30 12:49:20.094979
970,neutral,2025-06-30 12:49:20.219209
971,neutral,2025-06-30 12:49:20.409950
972,neutral,2025-06-30 12:49:20.562345
973,neutral,2025-06-30 12:49:20.708268
974,neutral,2025-06-30 12:49:20.858941
975,neutral,2025-06-30 12:49:20.990786
976,neutral,2025-06-30 12:49:21.112007
977,neutral,2025-06-30 12:49:21.263177
978,neutral,2025-06-30 12:49:21.396778
979,happy,2025-06-30 12:49:21.547565
980,happy,2025-06-30 12:49:23.059596
981,angry,2025-06-30 12:49:23.169497
982,happy,2025-06-30 12:49:23.317273
983,neutral,2025-06-30 12:49:23.459165
984,neutral,2025-06-30 12:49:23.609970
985,neutral,2025-06-30 12:49:23.740720
986,sad,2025-06-30 12:49:23.897313
987,neutral,2025-06-30 12:49:24.018223
988,neutral,2025-06-30 12:49:24.140387
989,neutral,2025-06-30 12:49:24.268618
990,neutral,2025-06-30 12:49:24.420446
991,neutral,2025-06-30 12:49:24.545263
992,neutral,2025-06-30 12:49:24.681401
993,neutral,2025-06-30 12:49:24.821581
994,neutral,2025-06-30 12:49:24.945357
995,neutral,2025-06-30 12:49:25.073450
996,neutral,2025-06-30 12:49:25.200337
997,neutral,2025-06-30 12:49:25.358051
998,neutral,2025-06-30 12:49:25.510456
999,neutral,2025-06-30 12:49:25.648763
1000,neutral,2025-06-30 12:49:25.783010
1001,neutral,2025-06-30 12:49:25.922673
1002,neutral,2025-06-30 12:49:26.064158
1003,neutral,2025-06-30 12:49:26.199414
1004,neutral,2025-06-30 12:49:26.338019
1005,neutral,2025-06-30 12:49:26.472517
1006,neutral,2025-06-30 12:49:26.607715
1007,neutral,2025-06-30 12:49:26.772456
1008,neutral,2025-06-30 12:49:26.906147
1009,neutral,2025-06-30 12:49:27.047342
1010,neutral,2025-06-30 12:49:27.185760
1011,neutral,2025-06-30 12:49:27.333261
1012,neutral,2025-06-30 12:49:27.454430
1013,neutral,2025-06-30 12:49:27.580198
1014,neutral,2025-06-30 12:49:27.713644
1015,happy,2025-06-30 12:49:27.877589
1016,neutral,2025-06-30 12:49:28.023483
1017,happy,2025-06-30 12:49:28.158256
1018,happy,2025-06-30 12:49:28.314862
1019,happy,2025-06-30 12:49:28.493308
1020,neutral,2025-06-30 12:49:28.682723
1021,happy,2025-06-30 12:49:28.815894
1022,happy,2025-06-30 12:49:28.970745
1023,happy,2025-06-30 12:49:29.152280
1024,neutral,2025-06-30 12:49:29.325152
1025,fear,2025-06-30 12:49:29.459453
1026,angry,2025-06-30 12:49:29.619751
1027,happy,2025-06-30 12:49:29.777109
1028,happy,2025-06-30 12:49:29.920587
1029,angry,2025-06-30 12:49:30.062909
1030,happy,2025-06-30 12:49:44.956338
1031,happy,2025-06-30 12:49:45.109535
1032,neutral,2025-06-30 12:49:45.244428
1033,neutral,2025-06-30 12:49:45.399996
1034,neutral,2025-06-30 12:49:45.540669
1035,neutral,2025-06-30 12:49:45.679356
1036,neutral,2025-06-30 12:49:45.813870
1037,neutral,2025-06-30 12:49:45.958283
1038,neutral,2025-06-30 12:49:46.128696
1039,neutral,2025-06-30 12:49:46.261180
1040,neutral,2025-06-30 12:49:46.401966
1041,neutral,2025-06-30 12:49:46.539255
1042,neutral,2025-06-30 12:49:46.671714
1043,neutral,2025-06-30 12:49:46.812790
1044,neutral,2025-06-30 12:49:46.952289
1045,angry,2025-06-30 12:49:47.077308
1046,neutral,2025-06-30 12:49:47.256929
1047,neutral,2025-06-30 12:49:47.394558
1048,neutral,2025-06-30 12:49:47.552404
1049,neutral,2025-06-30 12:49:47.687836
1050,neutral,2025-06-30 12:49:47.843577
1051,angry,2025-06-30 12:49:47.976145
1052,happy,2025-06-30 12:49:48.112194
1053,happy,2025-06-30 12:49:48.237387
1054,happy,2025-06-30 12:49:58.563692
1055,sad,2025-06-30 12:49:58.705977
1056,neutral,2025-06-30 12:49:58.835381
1057,sad,2025-06-30 12:49:58.966129
1058,angry,2025-06-30 12:49:59.119470
1059,angry,2025-06-30 12:49:59.260806
1060,neutral,2025-06-30 12:49:59.429025
1061,neutral,2025-06-30 12:49:59.555911
1062,neutral,2025-06-30 12:49:59.688798
1063,sad,2025-06-30 12:49:59.836015
1064,sad,2025-06-30 12:49:59.964478
1065,sad,2025-06-30 12:50:00.110371
1066,neutral,2025-06-30 12:50:00.252210
1067,neutral,2025-06-30 12:50:00.378806
1068,neutral,2025-06-30 12:50:00.573877
1069,neutral,2025-06-30 12:50:00.709723
1070,neutral,2025-06-30 12:50:00.856329
1071,neutral,2025-06-30 12:50:00.991663
1072,neutral,2025-06-30 12:50:01.123598
1073,neutral,2025-06-30 12:50:01.275475
1074,neutral,2025-06-30 12:50:01.421840
1075,neutral,2025-06-30 12:50:01.549644
1076,neutral,2025-06-30 12:50:01.739161
1077,neutral,2025-06-30 12:50:01.884958
1078,neutral,2025-06-30 12:50:02.037072
1079,neutral,2025-06-30 12:50:02.173325
1080,neutral,2025-06-30 12:50:02.332117
1081,neutral,2025-06-30 12:50:02.467437
1082,neutral,2025-06-30 12:50:02.623229
1083,neutral,2025-06-30 12:50:02.756229
1084,neutral,2025-06-30 12:50:02.915012
1085,neutral,2025-06-30 12:50:03.066965
1086,neutral,2025-06-30 12:50:03.212632
1087,neutral,2025-06-30 12:50:03.372019
1088,neutral,2025-06-30 12:50:03.519996
1089,neutral,2025-06-30 12:50:03.663300
1090,sad,2025-06-30 12:50:03.820391
1091,neutral,2025-06-30 12:50:03.981841
1092,neutral,2025-06-30 12:50:04.100641
1093,neutral,2025-06-30 12:50:04.248059
1094,neutral,2025-06-30 12:50:04.377162
1095,neutral,2025-06-30 12:50:04.504129
1096,sad,2025-06-30 12:50:04.638305
1097,neutral,2025-06-30 12:50:04.771220
1098,neutral,2025-06-30 12:50:04.901796
1099,neutral,2025-06-30 12:50:05.085722
1100,neutral,2025-06-30 12:50:05.242277
1101,neutral,2025-06-30 12:50:05.393360
1102,neutral,2025-06-30 12:50:05.536828
1103,neutral,2025-06-30 12:50:05.670070
1104,neutral,2025-06-30 12:50:05.799814
1105,neutral,2025-06-30 12:50:05.940979
1106,angry,2025-06-30 12:50:06.108191
1107,neutral,2025-06-30 12:50:06.260377
1108,neutral,2025-06-30 12:50:06.393503
1109,neutral,2025-06-30 12:50:06.547191
1110,neutral,2025-06-30 12:50:06.688982
1111,sad,2025-06-30 12:50:06.823036
1112,neutral,2025-06-30 12:50:06.953694
1113,neutral,2025-06-30 12:50:07.108555
1114,neutral,2025-06-30 12:50:07.265412
1115,neutral,2025-06-30 12:50:07.407258
1116,neutral,2025-06-30 12:50:07.563353
1117,neutral,2025-06-30 12:50:07.697982
1118,neutral,2025-06-30 12:50:07.832021
1119,neutral,2025-06-30 12:50:07.966056
1120,neutral,2025-06-30 12:50:08.135159
1121,sad,2025-06-30 12:50:08.311212
1122,neutral,2025-06-30 12:50:08.436357
1123,neutral,2025-06-30 12:50:08.584631
1124,neutral,2025-06-30 12:50:08.726590
1125,sad,2025-06-30 12:50:08.855550
1126,neutral,2025-06-30 12:50:09.004191
1127,neutral,2025-06-30 12:50:09.118340
1128,neutral,2025-06-30 12:50:09.294806
1129,sad,2025-06-30 12:50:09.447424
1130,sad,2025-06-30 12:50:09.597225
1131,sad,2025-06-30 12:50:09.719898
1132,sad,2025-06-30 12:50:09.872051
1133,neutral,2025-06-30 12:50:10.008029
1134,neutral,2025-06-30 12:50:10.145169
1135,sad,2025-06-30 12:50:10.306691
1136,sad,2025-06-30 12:50:10.463695
1137,neutral,2025-06-30 12:50:10.602204
1138,sad,2025-06-30 12:50:10.744318
1139,sad,2025-06-30 12:50:10.885569
1140,neutral,2025-06-30 12:50:11.042354
1141,angry,2025-06-30 12:50:11.185650
1142,neutral,2025-06-30 12:50:11.378091
1143,sad,2025-06-30 12:50:11.533210
1144,sad,2025-06-30 12:50:11.680460
1145,sad,2025-06-30 12:50:11.817347
1146,neutral,2025-06-30 12:50:11.957124
1147,sad,2025-06-30 12:50:12.097331
1148,neutral,2025-06-30 12:50:12.247326
1149,neutral,2025-06-30 12:50:12.431033
1150,neutral,2025-06-30 12:50:12.558556
1151,angry,2025-06-30 12:50:12.709795
1152,sad,2025-06-30 12:50:12.842954
1153,neutral,2025-06-30 12:50:13.001107
1154,neutral,2025-06-30 12:50:13.149489
1155,angry,2025-06-30 12:50:13.298487
1156,neutral,2025-06-30 12:50:13.483506
1157,neutral,2025-06-30 12:50:13.622885
1158,sad,2025-06-30 12:50:13.755628
1159,neutral,2025-06-30 12:50:13.917974
1160,neutral,2025-06-30 12:50:14.048617
1161,neutral,2025-06-30 12:50:14.189685
1162,neutral,2025-06-30 12:50:14.327060
1163,neutral,2025-06-30 12:50:14.471778
1164,neutral,2025-06-30 12:50:14.640319
1165,neutral,2025-06-30 12:50:14.785006
1166,neutral,2025-06-30 12:50:14.927972
1167,neutral,2025-06-30 12:50:15.049693
1168,neutral,2025-06-30 12:50:15.188992
1169,neutral,2025-06-30 12:50:15.324286
1170,neutral,2025-06-30 12:50:15.463407
1171,neutral,2025-06-30 12:50:15.640303
1172,neutral,2025-06-30 12:50:15.766826
1173,neutral,2025-06-30 12:50:15.934067
1174,neutral,2025-06-30 12:50:16.082458
1175,neutral,2025-06-30 12:50:16.250017
1176,neutral,2025-06-30 12:50:16.374491
1177,neutral,2025-06-30 12:50:16.526546
1178,neutral,2025-06-30 12:50:16.711628
1179,neutral,2025-06-30 12:50:16.860775
1180,neutral,2025-06-30 12:50:17.006500
1181,neutral,2025-06-30 12:50:17.141628
1182,neutral,2025-06-30 12:50:17.261886
1183,neutral,2025-06-30 12:50:17.564735
1184,neutral,2025-06-30 12:50:17.778926
1185,neutral,2025-06-30 12:50:17.931702
1186,neutral,2025-06-30 12:50:18.064137
1187,happy,2025-06-30 12:50:18.206227
1188,neutral,2025-06-30 12:50:18.363983
